"Um processo de aeração, que consiste na introdução de ar num líquido, acontece do seguinte modo: uma bomba B retira o líquido de um tanque T1 e o faz passar pelo aerador A1, que aumenta o volume do líquido em 15%, e em seguida pelo aerador A2, ganhando novo aumento de volume de 10%. Ao final, ele fica armazenado num tanque T2, de acordo com a figura.  Os tanques T1 e T2 são prismas retos de bases retangulares, sendo que a base de T1 tem comprimento c e largura L, e a base de T2 tem comprimento c/2 e largura 2L.  Para finalizar o processo de aeração sem derramamento do líquido em T2, o responsável deve saber a relação entre a altura da coluna de líquido que já saiu de T1, denotada por X, e a altura da coluna de líquido que chegou a T2, denotada por y.  A equação que relaciona as medidas das alturas y e x é dada por",MATEMATICA
"A fabricação da Bandeira Nacional deve obedecer ao descrito na Lei n. 5.700, de 1º de setembro de 1971, que trata dos Símbolos Nacionais. No artigo que se refere às dimensões da Bandeira, observa-se: “Para cálculos das dimensões, será tomada por base a largura, dividindo-a em 14 (quatorze) partes iguais, sendo que cada uma das partes será considerada uma medida ou módulo (M). Os demais requisitos dimensionais seguem o critério abaixo:  I. Comprimento será de vinte módulos (20 M);  II. A distância dos vértices do losango amarelo ao quadro externo será de um módulo e sete décimos (1,7 M);  III. O raio do círculo azul no meio do losango amarelo será de três módulos e meio (3,5 M).”  BRASIL. Lei n. 5.700, de 1º de setembro de 1971.Disponível em: www.planalto.gov.br. Acesso em: 15 set. 2015.  A figura indica as cores da bandeira do Brasil e localiza o quadro externo a que se refere a Lei n. 5.700.  Um torcedor, preparando-se para a Copa do Mundo e dispondo de cortes de tecidos verde (180 cm x 150 cm) e amarelo (o quanto baste), deseja confeccionar a maior Bandeira Nacional possível a partir das medidas do tecido verde.  Qual a medida, em centímetro, do lado do menor quadrado de tecido azul que deverá ser comprado para confecção do círculo da bandeira desejada?",MATEMATICA
"Nos livros Harry Potter, um anagrama do nome do personagem “TOM MARVOLO RIDDLE” gerou a frase “I AM LORD VOLDEMORT”. Suponha que Harry quisesse formar todos os anagramas da frase “I AM POTTER”, de tal forma que as vogais e consoantes aparecessem sempre intercaladas, e sem considerar o espaçamento entre as letras. Nessas condições, o número de anagramas formados é dado por ",MATEMATICA
"O consumo de espumantes no Brasil tem aumentado nos últimos anos. Uma das etapas do seu processo de produção consiste no envasamento da bebida em garrafas semelhantes às da imagem. Nesse processo, a vazão do líquido no interior da garrafa é constante e cessa quando atinge o nível de envasamento.  Qual esboço de gráfico melhor representa a variação da altura do líquido em função do tempo, na garrafa indicada na imagem?",MATEMATICA
"A exposição a barulhos excessivos, como os que percebemos em geral em trânsitos intensos, casas noturnas e espetáculos musicais, podem provocar insônia, estresse, infarto, perda de audição, entre outras enfermidades. De acordo com a Organização Mundial da Saúde, todo e qualquer som que ultrapasse os 55 decibéis (unidade de intensidade do som) já pode ser considerado nocivo para a saúde. O gráfico foi elaborado a partir da medição do ruído produzido, durante um dia, em um canteiro de obras. Nesse dia, durante quantas horas o ruído esteve acima de 55 decibéis?",MATEMATICA
"Os gráficos representam a produção de peças em uma indústria e as horas trabalhadas dos funcionários no período de cinco dias. Em cada dia, o gerente de produção aplica uma metodologia diferente de trabalho. Seu objetivo é avaliar a metodologia mais eficiente para utilizá-la como modelo nos próximos períodos. Sabe-se que, neste caso, quanto maior for a razão entre o número de peças produzidas e o número de horas trabalhadas, maior será a eficiência da metodologia.  Em qual dia foi aplicada a metodologia mais eficiente?",MATEMATICA
"Um ciclista quer montar um sistema de marchas usando dois discos dentados na parte traseira de sua bicicleta, chamados catracas. A coroa é o disco dentado que é movimentado pelos pedais da bicicleta, sendo que a corrente transmite esse movimento às catracas, que ficam posicionadas na roda traseira da bicicleta. As diferentes marchas ficam definidas pelos diferentes diâmetros das catracas, que são medidos conforme indicação da figura.  diametro do disco dentado  O ciclista já dispõe de uma catraca com 7 cm de diâmetro e pretende incluir uma segunda catraca, de modo que, à medida em que a corrente passe por ela, a bicicleta avance 50% a mais do que avançaria se a corrente passasse pela primeira catraca, a cada volta completa dos pedais.  O valor mais próximo da medida do diâmetro da segunda catraca, em centímetro e com uma casa decimal, é",MATEMATICA
"Para construir uma piscina, cuja área total da superfície interna é igual a 40 m², uma construtora apresentou o seguinte orçamento:      R$ 10 000,00 pela elaboração do projeto;     R$ 40 000,00 pelos custos fixos;     R$ 2 500,00 por metro quadrado para construção da área interna da piscina.  Após a apresentação do orçamento, essa empresa decidiu reduzir o valor de elaboração do projeto em 50%, mas recalculou o valor do metro quadrado para a construção da área interna da piscina, concluindo haver a necessidade de aumentá-lo em 25%.  Além disso, a construtora pretende dar um desconto nos custos fixos, de maneira que o novo valor do orçamento seja reduzido em 10% em relação ao total inicial.  O percentual de desconto que a construtora deverá conceder nos custos fixos é de",MATEMATICA
"Uma empresa de comunicação tem a tarefa de elaborar um material publicitário de um estaleiro para divulgar um novo navio, equipado com um guindaste de 15 m de altura e uma esteira de 90 m de comprimento. No desenho desse navio, a representação do guindaste deve ter sua altura entre 0,5 cm e 1 cm, enquanto a esteira deve apresentar comprimento superior a 4 cm. Todo o desenho deverá ser feito em uma escala 1 : X.  Os valores possíveis para X são, apenas,",MATEMATICA
"Considere 0,30 como aproximação para log com 10 subscrito 2  Em que ano a empresa atingiu ou atingirá a densidade de 100 bilhões de transistores?",MATEMATICA
"Os tipos de prata normalmente vendidos são 975, 950 e 925. Essa classificação é feita de acordo com a sua pureza. Por exemplo, a prata 975 é a substância constituída de 975 partes de prata pura e 25 partes de cobre em 1 000 partes da substância. Já a prata 950 é constituída de 950 partes de prata pura e 50 de cobre em 1 000; e a prata 925 é constituída de 925 partes de prata pura e 75 partes de cobre em 1 000. Um ourives possui 10 gramas de prata 925 e deseja obter 40 gramas de prata 950 para produção de uma joia.  Nessas condições, quantos gramas de prata e de cobre, respectivamente, devem ser fundidos com os 10 gramas de prata 925?",MATEMATICA
"A energia solar vai abastecer parte da demanda de energia do campus de uma universidade brasileira. A instalação de painéis solares na área dos estacionamentos e na cobertura do hospital pediátrico será aproveitada nas instalações universitárias e também ligada na rede da companhia elétrica distribuidora de energia.  O projeto inclui 100 m2 de painéis solares que ficarão instalados nos estacionamentos, produzindo energia elétrica e proporcionando sombra para os carros. Sobre o hospital pediátrico serão colocados aproximadamente 300 m2 de painéis, sendo 100 m2 para gerar energia elétrica utilizada no campus, e 200 m2 para geração de energia térmica, produzindo aquecimento de água utilizada nas caldeiras do hospital.  Suponha que cada metro quadrado de painel solar para energia elétrica gere uma economia de 1 kWh por dia e cada metro quadrado produzindo energia térmica permita economizar 0,7 kWh por dia para a universidade. Em uma segunda fase do projeto, será aumentada em 75% a área coberta pelos painéis solares que geram energia elétrica. Nessa fase também deverá ser ampliada a área de cobertura com painéis para geração de energia térmica.  Disponível em: http://agenciabrasil.ebc.com.br. Acesso em: 30 out. 2013 (adaptado).  Para se obter o dobro da quantidade de energia economizada diariamente, em relação à primeira fase, a área total dos painéis que geram energia térmica, em metro quadrado, deverá ter o valor mais próximo de",MATEMATICA
"Uma empresa especializada em conservação de piscinas utiliza um produto para tratamento da água cujas especificações técnicas sugerem que seja adicionado 1,5 mL desse produto para cada 1 000 L de água da piscina. Essa empresa foi contratada para cuidar de uma piscina de base retangular, de profundidade constante igual a 1,7 m, com largura e comprimento iguais a 3 m e 5 m, respectivamente. O nível da lâmina d’água dessa piscina é mantido a 50 cm da borda da piscina.  A quantidade desse produto, em mililitro, que deve ser adicionada a essa piscina de modo a atender às suas especificações técnicas é",MATEMATICA
"Densidade absoluta (d) é a razão entre a massa de um corpo e o volume por ele ocupado. Um professor propôs à sua turma que os alunos analisassem a densidade de três corpos: dA, dB e dC. Os alunos verificaram que o corpo A possuía 1,5 vez a massa do corpo B e esse, por sua vez, tinha 3/4 da massa do corpo C. Observaram, ainda, que o volume do corpo A era o mesmo do corpo B e 20% maior do que o volume do corpo C.  Após a análise, os alunos ordenaram corretamente as densidades desses corpos da seguinte maneira ",MATEMATICA
"Sob a orientação de um mestre de obras, João e Pedro trabalharam na reforma de um edifício. João efetuou reparos na parte hidráulica nos andares 1, 3, 5, 7, e assim sucessivamente, de dois em dois andares. Pedro trabalhou na parte elétrica nos andares 1, 4, 7, 10, e assim sucessivamente, de três em três andares. Coincidentemente, terminaram seus trabalhos no último andar. Na conclusão da reforma, o mestre de obras informou, em seu relatório, o número de andares do edifício. Sabe-se que, ao longo da execução da obra, em exatamente 20 andares, foram realizados reparos nas partes hidráulica e elétrica por João e Pedro.  Qual é o número de andares desse edifício?  a) 40 b) 60 c) 100 d) 115 e) 120",MATEMATICA
"Às 17 h 15 min começa uma forte chuva, que cai com intensidade constante. Uma piscina em forma de um paralelepípedo retângulo, que se encontrava inicialmente vazia, começa a acumular a água da chuva e, às 18 horas, o nível da água em seu interior alcança 20 cm de altura. Nesse instante, é aberto o registro que libera o escoamento da água por um ralo localizado no fundo dessa piscina, cuja vazão é constante. Às 18 h 40 min a chuva cessa e, nesse exato instante, o nível da água na piscina baixou para 15 cm.  O instante em que a água dessa piscina terminar de escoar completamente está compreendido entre  a) 19 h 30 min e 20 h 10 min b) 19 h 20 min e 19 h 30 min c) 19 h 10 min e 19 h 20 min d) 19 h e 19 h 10 min e) 18 h 40 min e 19 h",MATEMATICA
ois reservatórios A e B são alimentados por bombas distintas por um período de 20 h. A quantidade de água contida em cada reservatório nesse período pode ser visualizada na figura.  Questão Enem 2017 gráfico  O número de horas em que os dois reservatórios contêm a mesma quantidade de água é ,MATEMATICA
"Em um parque há dois mirantes de alturas distintas que são acessados por elevador panorâmico. O topo do mirante 1 é acessado pelo elevador 1, enquanto que o topo do mirante 2 é acessado pelo elevador 2. Eles encontram-se a uma distância possível de ser percorrida a pé, e entre os mirantes há um teleférico que os liga que pode ou não ser utilizado pelo visitante.  Questão de aritmética Enem 2017  O acesso aos elevadores tem os seguintes custos:      Subir pelo elevador 1: R$ 0,15;     Subir pelo elevador 2: R$ 1,80;     Descer pelo elevador 1: R$ 0,10;     Descer pelo elevador 2: R$ 2,30.  O custo da passagem do teleférico partindo do topo do mirante 1 para o topo do mirante 2 é de R$ 2,00, e do topo do mirante 2 para o topo do mirante 1 é de R$ 2,50.  Qual é o menor custo, em real, para uma pessoa visitar os topos dos dois mirantes e retornar ao solo?  a) 2,25 b) 3,90 c) 4,35 d) 4,40 e) 4,45",MATEMATICA
"m garçom precisa escolher uma bandeja de base retangular para servir quatro taças de espumante que precisam ser dispostas em uma única fileira, paralela ao lado maior da bandeja, e com suas bases totalmente apoiadas na bandeja. A base e a borda superior das taças são círculos de raio 4 cm e 5 cm, respectivamente.  geometria enem  A bandeja a ser escolhida deverá ter uma área mínima, em centímetro quadrado, igual a  a) 192. b) 300. c) 304. d) 320. e) 400.",MATEMATICA
"Para realizar a viagem dos sonhos, uma pessoa precisava fazer um empréstimo no valor de R$ 5 000,00. Para pagar as prestações, dispõe de, no máximo, R$ 400,00 mensais. Para esse valor de empréstimo, o valor da prestação (P) é calculado em função do número de prestações (n) segundo a fórmula  P igual a numerador 5 espaço 000 espaço x 1 vírgula 013 à potência de n x 0 vírgula 013 sobre denominador parêntese esquerdo 1 vírgula 013 à potência de n menos 1 parêntese direito fim da fração  Se necessário, utilize 0,005 como aproximação para log 1,013; 2,602 como aproximação para log 400; 2,525 como aproximação para log 335.  De acordo com a fórmula dada, o menor número de parcelas cujos valores não comprometem o limite definido pela pessoa é pela pessoa é  a) 12. b) 14. c) 15. d) 16. e) 17.",MATEMATICA
"Um morador da região metropolitana tem 50% de probabilidade de atrasar-se para o trabalho quando chove na região; caso não chova, sua probabilidade de atraso é de 25%. Para um determinado dia, o serviço de meteorologia estima de 30% a probabilidade da ocorrência de chuva nessa região.  Qual é a probabilidade de esse morador se atrasar para o serviço no dia para o qual foi dada a estimativa de chuva?  a) 0,075 b) 0,150 c) 0,325 d) 0,600 e) 0,800",MATEMATICA
"Uma torneira está gotejando água em um balde com capacidade de 18 litros. No instante atual, o balde se encontra com ocupação de 50% de sua capacidade. A cada segundo caem 5 gotas de água da torneira, e uma gota é formada, em média, por 5 × 10 −2 mL de água. Quanto tempo, em hora, será necessário para encher completamente o balde, partindo do instante atual?",MATEMATICA
"Uma pessoa precisa comprar 15 sacos de cimento para uma reforma em sua casa. Faz pesquisa de preço em cinco depósitos que vendem o cimento de sua preferência e cobram frete para entrega do material, conforme a distância do depósito à sua casa. As informações sobre preço do cimento, valor do frete e distância do depósito até a casa dessa pessoa estão apresentadas no quadro.     A pessoa escolherá um desses depósitos para realizar sua compra, considerando os preços do cimento e do frete oferecidos em cada opção.  Se a pessoa decidir pela opção mais econômica, o depósito escolhido para a realização dessa compra será o",MATEMATICA
"“1, 2, 3, GOL, 5, 6, 7, GOL, 9, 10, 11, GOL, 13, GOL, 15, GOL, 17, 18, 19, GOL, 21, 22, 23,GOL, 25, ...”     Para a Copa do Mundo de Futebol de 2014, um bar onde se reuniam amigos para assistiraos jogos criou uma brincadeira. Um dos presentes era escolhido e tinha que dizer, numa sequência em ordem crescente, os números naturais não nulos, trocando os múltiplos de 4 e os números terminados em 4 pela palavra GOL. A brincadeira acabava quando o participante errava um termo da sequência.    Um dos participantes conseguiu falar até o número 103, respeitando as regras da brincadeira.  O total de vezes em que esse participante disse a palavra GOL foi",MATEMATICA
"Um investidor deseja aplicar R$ 10 000,00 durante um mês em um dos fundos de investimento de um banco. O agente de investimentos desse banco apresentou dois tipos de aplicações financeiras: a aplicação Básica e a aplicação Pessoal, cujas informações de rendimentos e descontos de taxas administrativas mensais são apresentadas no quadro.  Consideradas as taxas de rendimento e administrativa, qual aplicação fornecerá maior valor de rendimento líquido a esse investidor e qual será esse valor?",MATEMATICA
"O gerente de uma loja de cosméticos colocou à venda cinco diferentes tipos de perfume, tendo em estoque na loja as mesmas quantidades de cada um deles. O setor de controle de estoque encaminhou ao gerente registros gráficos descrevendo os preços unitários de cada perfume, em real, e a quantidade vendida de cada um deles, em percentual, ocorrida no mês de novembro.     Dados a chegada do final de ano e o aumento das vendas, a gerência pretende aumentar a quantidade estocada do perfume do tipo que gerou a maior arrecadação em espécie, em real, no mês de novembro. Nessas condições, qual o tipo de perfume que deverá ter maior reposição no estoque?",MATEMATICA
" A gerência de uma loja de eletrônicos organizou em um quadro os dados de venda(quantidade e preço unitário) de celulares, impressoras e notebooks de um ano.    Para o ano seguinte, deseja arrecadar 10% a mais do que foi arrecadado naquele anoanterior, vendendo as mesmas quantidades de cada um desses três produtos, masreajustando apenas o preço do notebook.  O preço de venda a ser estabelecido para um notebook, para o ano seguinte, em real, deveráser igual a",MATEMATICA
"Foram coletadas amostras de sangue de 200 pessoas e, após análise laboratorial, foi identificado que em 100 amostras está presente o antígeno A, em 110 amostras há presença do antígeno B e em 20 amostras nenhum dos antígenos está presente. Dessas pessoas que foram submetidas à coleta de sangue, o número das que possuem o tipo sanguíneo A é igual a",MATEMATICA
"Um hotel de 3 andares está sendo construído. Cada andar terá 100 quartos. Os quartos serão numerados de 100 a 399 e cada um terá seu número afixado à porta. Cada número será composto por peças individuais, cada uma simbolizando um único algarismo.
Qual a quantidade mínima de peças, simbolizando o algarismo 2, necessárias para identificar o número de todos os quartos?",MATEMATICA
"ma casa de dois andares está sendo projetada. É necessário incluir no projeto a construção de uma escada para o acesso ao segundo andar. Para o cálculo das dimensões dos degraus utilizam-se as regras:  |2h + b − 63,5| ≤ 1,5 e 16 ≤ h ≤ 19,  nas quais h é a altura do degrau (denominada espelho) e b é a profundidade da pisada, como mostra a figura. Por conveniência, escolheu-se a altura do degrau como sendo h = 16. As unidades de h e b estão em centímetro.  Nesse caso, o mais amplo intervalo numérico ao qual a profundidade da pisada (b) deve pertencer, para que as regras sejam satisfeitas é",MATEMATICA
"Pesquisadores da Universidade de Tecnologia de Viena, na Áustria, produziram miniaturas de objetos em impressoras 3D de alta precisão. Ao serem ativadas, tais impressoras lançam feixes de laser sobre um tipo de resina, esculpindo o objeto desejado. O produto final da impressão é uma escultura microscópica de três dimensões, como visto na imagem ampliada.     A escultura apresentada é uma miniatura de um carro de Fórmula 1, com 100 micrômetros de comprimento. Um micrômetro é a milionésima parte de um metro. Usando notação científica, qual é a representação do comprimento dessa miniatura, em metro?",MATEMATICA
" Três pessoas, X, Y e Z, compraram plantas ornamentais de uma mesma espécie que serão cultivadas em vasos de diferentes tamanhos.    O vaso escolhido pela pessoa X tem capacidade de 4 dm3. O vaso da pessoa Y tem capacidade de 7 000 cm3 e o de Z tem capacidade igual a 20 L.    Após um tempo do plantio das mudas, um botânico que acompanha o desenvolvimento delas realizou algumas medições e registrou que a planta que está no vaso da pessoa X tem 0,6 m de altura. Já as plantas que estão nos vasos de Y e Z têm, respectivamente, alturas medindo 120 cm e 900 mm.  O vaso de maior capacidade e a planta de maior altura são, respectivamente, os de",MATEMATICA
"Para sua festa de 17 anos, o aniversariante convidará 132 pessoas. Ele convidará 26 mulheres a mais do que o número de homens. A empresa contratada para realizar a festa cobrará R$ 50,00 por convidado do sexo masculino e R$ 45,00 por convidado do sexo feminino.  Quanto esse aniversariante terá que pagar, em real, à empresa contratada, pela quantidade dehomens convidados para sua festa?",MATEMATICA
"O proprietário de um apartamento decidiu instalar porcelanato no piso da sala. Essa sala tem formato retangular com 3,2 m de largura e 3,6 m de comprimento. As peças do porcelanato têm formato de um quadrado com lado medindo 80 cm. Esse porcelanato é vendido em dois tipos de caixas, com os preços indicados a seguir.  • Caixas do tipo A: 4 unidades de piso, R$ 35,00; • Caixas do tipo B: 3 unidades de piso, R$ 27,00.    Na instalação do porcelanato, as peças podem ser recortadas e devem ser assentadas sem espaçamento entre elas, aproveitando-se ao máximo os recortes feitos. A compra que atende às necessidades do proprietário, proporciona a menor sobra de pisos e resulta no menor preço é",MATEMATICA
"Para chegar à universidade, um estudante utiliza um metrô e, depois, tem duas opções:  • seguir num ônibus, percorrendo 2,0 km; • alugar uma bicicleta, ao lado da estação do metrô, seguindo 3,0 km pela ciclovia.     O quadro fornece as velocidades médias do ônibus e da bicicleta, em km/h, no trajeto metrô−universidade.  A fim de poupar tempo no deslocamento para a universidade, em quais dias o aluno deve seguir pela ciclovia?  ",MATEMATICA
"Um motociclista planeja realizar uma viagem cujo destino fica a 500 km de sua casa. Sua moto consome 5 litros de gasolina para cada 100 km rodados, e o tanque da moto tem capacidade para 22 litros. Pelo mapa, observou que no trajeto da viagem o último posto disponível para reabastecimento, chamado Estrela, fica a 80 km do seu destino. Ele pretende partir com o tanque da moto cheio e planeja fazer somente duas paradas para reabastecimento, uma na ida e outra na volta, ambas no posto Estrela. No reabastecimento para a viagem de ida, deve considerar também combustível suficiente para se deslocar por 200 km no seu destino. A quantidade mínima de combustível, em litro, que esse motociclista deve reabastecer no posto Estrela na viagem de ida, que seja suficiente para fazer o segundo reabastecimento, é",MATEMATICA
" É comum as cooperativas venderem seus produtos a diversos estabelecimentos. Umacooperativa láctea destinou 4 m3 de leite, do total produzido, para análise em um laboratórioda região, separados igualmente em 4 000 embalagens de mesma capacidade.  Qual o volume de leite, em mililitro, contido em cada embalagem?",MATEMATICA
"Um pintor cobra R$ 240,00 por dia de trabalho, que equivale a 8 horas de trabalho num dia. Quando é chamado para um serviço, esse pintor trabalha 8 horas por dia com exceção, talvez, do seu último dia nesse serviço. Nesse último dia, caso trabalhe até 4 horas, ele cobra metade do valor de um dia de trabalho. Caso trabalhe mais de 4 horas, cobra o valor correspondente a um dia de trabalho. Esse pintor gasta 8 horas para pintar uma vez uma área de 40 m2. Um cliente deseja pintar as paredes de sua casa, com uma área total de 260 m2. Ele quer que essa área seja pintada o maior número possível de vezes para que a qualidade da pintura seja a melhor possível. O orçamento desse cliente para a pintura é de R$ 4 600,00.  Quantas vezes, no máximo, as paredes da casa poderão ser pintadas com o orçamento do client",MATEMATICA
"A gripe é uma infecção respiratória aguda de curta duração causada pelo vírus influenza. Ao entrar no nosso organismo pelo nariz, esse vírus multiplica-se, disseminando-se para a garganta e demais partes das vias respiratórias, incluindo os pulmões.     O vírus influenza é uma partícula esférica que tem um diâmetro interno de 0,00011 mm.  Disponível em: www.gripenet.pt. Acesso em: 2 nov. 2013 (adaptado).  Em notação científica, o diâmetro interno do vírus influenza, em mm, é  ",MATEMATICA
"O valor posicional do algarismo 7, presente na notação científica da distância, em quilômetro, entre o asteroide e a Terra, corresponde a      a)      7 décimos de quilômetro.     b)      7 centenas de quilômetros.     c)      7 dezenas de milhar de quilômetros.     d)      7 centenas de milhar de quilômetros.     e)      7 unidades de milhão de quilômetros. ",MATEMATICA
"Em uma corrida de regularidade, cada corredor recebe um mapa com o trajeto a ser seguido e uma tabela indicando intervalos de tempo e distâncias entre postos de averiguação. O objetivo dos competidores é passar por cada um dos postos de averiguação o mais próximo possível do tempo estabelecido na tabela. Suponha que o tempo previsto para percorrer a distância entre dois postos de verificação consecutivos seja sempre de 5 min 15 s, e que um corredor obteve os seguintes tempos nos quatro primeiros postos.  Caso esse corredor consiga manter o mesmo ritmo, seu tempo total de corrida será      a)      1 h 55 min 42 s.     b)      1 h 56 min 30 s.     c)      1 h 59 min 54 s.     d)      2 h 05 min 09 s.     e)      2 h 05 min 21 s. ",MATEMATICA
"O boliche é um esporte cujo objetivo é derrubar, com uma bola, uma série de pinos alinhados em uma pista. A professora de matemática organizou um jogo de boliche em que os pinos são garrafas que possuem rótulos com números, conforme mostra o esquema.     O aluno marca pontos de acordo com a soma das quantidades expressas nos rótulos das garrafas que são derrubadas. Se dois ou mais rótulos representam a mesma quantidade, apenas um deles entra na contagem dos pontos. Um aluno marcou 7,55 pontos em uma jogada. Uma das garrafas que ele derrubou tinha o rótulo 6,8.  A quantidade máxima de garrafas que ele derrubou para obter essa pontuação é igual a      a)      2.     b)      3.     c)      4.     d)      5.     e)      6. ",MATEMATICA
"Com base nas informações, qual expressão representa a quantidade de água retirada, em litro por minuto?      a)      b)      c)      26,4 × 1 × 60     d)      26,4 × 10 × 60     e)      26,4 × 1 000 × 60 ",MATEMATICA
"Alguns modelos de rádios automotivos estão protegidos por um código de segurança. Para ativar o sistema de áudio, deve-se digitar o código secreto composto por quatro algarismos. No primeiro caso de erro na digitação, a pessoa deve esperar 60 segundos para digitar o código novamente. O tempo de espera duplica, em relação ao tempo de espera anterior, a cada digitação errada. Uma pessoa conseguiu ativar o rádio somente na quarta tentativa, sendo de 30 segundos o tempo gasto para digitação do código secreto a cada tentativa. Nos casos da digitação incorreta, ela iniciou a nova tentativa imediatamente após a liberação do sistema de espera.  O tempo total, em segundo, gasto por essa pessoa para ativar o rádio foi igual a",MATEMATICA
"Em uma corrida de dez voltas disputada por dois carros antigos, A e B, o carro A completou as dez voltas antes que o carro B completasse a oitava volta. Sabe-se que durante toda a corrida os dois carros mantiveram velocidades constantes iguais a 18 m/s e 14 m/s. Sabe-se também que o carro B gastaria 288 segundos para completar oito voltas.  A distância, em metro, que o carro B percorreu do início da corrida até o momento em que o carro A completou a décima volta foi mais próxima de",MATEMATICA
"A Transferência Eletrônica Disponível (TED) é uma transação financeira de valores entre diferentes bancos. Um economista decide analisar os valores enviados por meio de TEDs entre cinco bancos (1,2, 3, 4 e 5) durante um mês. Para isso, ele dispõe esses valores em uma matriz A = [aij], em que 1 ≤ i ≤ 5 e 1 ≤ j ≤ 5, e o elemento aij corresponde ao total proveniente das operações feitas via TED, em milhão de real, transferidos do banco i para o banco j durante o mês. Observe que os elementos aij= 0, uma vez que TED é uma transferência entre bancos distintos. Esta é a matriz obtida para essa análise:  Com base nessas informações, o banco que transferiu a maior quantia via TED é o banco      a)      1.     b)      2.     c)      3.     d)      4.     e)      5. ",MATEMATICA
